year,month,PM2.5_Guanyuan,PM2.5_Dongsi,PM2.5_Dingling,PM2.5_Changping,PM2.5_Aotizhongxin,PM2.5_Gucheng,PM2.5_Huairou,PM2.5_Nongzhanguan,PM2.5_Shunyi,PM2.5_Tiantan,PM2.5_Wanliu,PM2.5_Wanshouxigong
2014,3,94.85752688172043,99.88306451612904,83.53897849462365,86.0,98.93817204301075,99.46370967741936,90.46370967741936,100.40322580645162,97.76075268817205,94.32930107526882,98.77553763440861,98.81854838709677
2014,4,90.14305555555555,90.0375,90.28472222222223,103.95972222222223,102.81805555555556,101.12361111111112,84.87361111111112,86.73055555555555,87.98194444444445,85.3861111111111,92.44722222222222,86.74305555555556
2014,5,63.32432795698925,63.667876344086025,48.064112903225805,53.94569892473118,71.42822580645161,69.98709677419355,51.69704301075269,68.28427419354838,64.37513440860215,63.56518817204301,63.74435483870968,64.65577956989247
2014,6,59.65972222222222,57.733333333333334,39.61388888888889,46.09305555555556,60.38611111111111,57.043055555555554,45.518055555555556,56.830555555555556,55.858333333333334,60.42916666666667,56.625,58.03333333333333
2014,7,85.89112903225806,98.87231182795699,79.71935483870968,77.29435483870968,93.1989247311828,90.6760752688172,96.38212365591399,84.35188172043011,95.30053763440861,91.93817204301075,91.1989247311828,85.54838709677419
2014,8,72.0733870967742,69.41895161290323,51.42190860215054,56.55819892473119,68.18413978494624,65.3358870967742,55.39502688172043,60.803091397849464,62.66881720430107,66.02298387096774,66.07150537634408,64.42137096774194
2014,9,70.28013888888889,67.71236111111111,54.010555555555555,60.424305555555556,69.97680555555556,72.1523611111111,59.99513888888889,63.995694444444446,68.2875,68.45138888888889,66.18916666666667,74.04347222222222
2014,10,129.75672043010752,116.9274193548387,116.92876344086021,118.58198924731182,130.6491935483871,124.55645161290323,96.26747311827957,137.0268817204301,108.29301075268818,114.60349462365592,127.6491935483871,112.16935483870968
2014,11,89.48083333333332,81.83902777777777,71.24416666666667,76.8151388888889,93.80777777777779,90.13861111111112,67.67875,110.79583333333333,81.23777777777778,88.8625,92.54958333333333,103.07263888888889
2014,12,60.969086021505376,56.0518817204301,48.22043010752688,52.560483870967744,48.138440860215056,60.22513440860215,45.6513440860215,77.31182795698925,52.053225806451614,67.14327956989247,62.62432795698925,68.99623655913977
2015,1,94.84838709677419,101.03575268817205,85.03346774193548,96.37284946236558,91.09556451612904,95.56666666666668,79.93010752688173,108.09690860215055,99.14690860215055,101.60860215053764,98.14193548387098,103.31424731182796
2015,2,93.1264880952381,109.01041666666667,81.00744047619048,86.76785714285714,85.1889880952381,95.45833333333333,80.33050595238095,101.25446428571429,91.83333333333333,96.3452380952381,93.66666666666667,103.30952380952381
2015,3,85.17849462365592,93.30685483870968,75.10725806451613,78.08400537634408,87.56747311827957,88.17916666666667,86.35174731182795,95.50833333333333,87.95967741935483,87.6244623655914,84.3345430107527,87.66935483870968
2015,4,72.6,77.39722222222223,56.37916666666667,61.38611111111111,77.38680555555555,71.95694444444445,72.46041666666666,79.29583333333333,74.12777777777778,73.45833333333333,74.25555555555556,72.44722222222222
2015,5,54.700268817204304,60.22043010752688,45.92204301075269,54.704301075268816,59.19489247311828,58.11827956989247,52.12123655913978,59.16935483870968,58.196908602150536,53.740591397849464,58.538978494623656,54.793010752688176
2015,6,62.486111111111114,66.50694444444444,51.14694444444445,58.37916666666667,61.90555555555556,63.00555555555555,53.62361111111111,64.0,64.65527777777778,62.147222222222226,61.57361111111111,59.28333333333333
2015,7,67.39112903225806,69.10483870967742,49.486559139784944,56.10215053763441,66.29704301075269,61.57661290322581,52.145161290322584,56.69489247311828,62.196236559139784,63.836021505376344,65.10215053763442,61.634408602150536
2015,8,51.259408602150536,49.638440860215056,35.00672043010753,38.689516129032256,46.85349462365591,46.43010752688172,38.145161290322584,41.88709677419355,43.7244623655914,47.365591397849464,47.168010752688176,45.99327956989247
2015,9,53.31527777777778,54.39861111111111,37.80416666666667,42.96666666666667,52.47638888888889,49.922222222222224,42.92916666666667,51.083333333333336,48.65277777777778,49.31944444444444,49.388888888888886,53.143055555555556
2015,10,75.25403225806451,80.02822580645162,52.483870967741936,43.7755376344086,77.81586021505376,77.63709677419355,63.141129032258064,78.90322580645162,75.2997311827957,71.94354838709677,68.61155913978494,76.85215053763442
2015,11,120.80555555555556,125.17222222222222,85.25972222222222,90.52777777777777,122.18055555555556,132.04444444444445,97.37777777777778,126.26388888888889,117.14166666666667,121.23055555555555,113.15416666666667,125.81111111111112
2015,12,155.2258064516129,161.2311827956989,118.70430107526882,120.22446236559139,153.61155913978496,165.24327956989248,128.55376344086022,161.34274193548387,155.8508064516129,157.4529569892473,149.69086021505376,168.7997311827957
2016,1,67.2486559139785,69.35618279569893,53.22849462365591,54.84274193548387,67.6747311827957,76.50403225806451,58.53629032258065,70.11559139784946,70.45161290322581,71.5524193548387,67.05779569892474,75.27553763440861
2016,2,41.02873563218391,43.17672413793103,35.49856321839081,38.4382183908046,44.76293103448276,43.695402298850574,38.589080459770116,43.201149425287355,49.2816091954023,44.757183908045974,43.21264367816092,48.429597701149426
2016,3,95.09677419354838,98.6989247311828,82.66935483870968,73.02553763440861,103.18413978494624,98.60887096774194,82.90322580645162,93.66935483870968,97.68951612903226,90.52956989247312,94.92338709677419,95.22043010752688
2016,4,73.3,77.02083333333333,60.87361111111111,56.90138888888889,71.1986111111111,72.175,57.49861111111111,72.33611111111111,75.91111111111111,65.8625,62.00972222222222,66.75972222222222
2016,5,57.00268817204301,63.45967741935484,52.774193548387096,50.880376344086024,53.375,59.46774193548387,48.206989247311824,54.174731182795696,57.045698924731184,48.94758064516129,52.67338709677419,55.07392473118279
2016,6,66.18472222222222,66.01666666666667,49.05555555555556,52.94027777777778,57.30694444444445,64.6,46.893055555555556,61.475,56.18611111111111,62.484722222222224,58.33888888888889,63.105555555555554
2016,7,80.16129032258064,80.6774193548387,57.376344086021504,54.884408602150536,71.16263440860214,70.29569892473118,58.36693548387097,71.09543010752688,63.780913978494624,71.14784946236558,70.87096774193549,74.4260752688172
2016,8,49.01478494623656,50.979838709677416,37.19220430107527,36.76209677419355,46.236559139784944,48.276881720430104,41.36290322580645,49.215053763440864,46.68279569892473,48.2755376344086,45.18682795698925,50.663978494623656
2016,9,57.22083333333333,60.205555555555556,42.205555555555556,44.53333333333333,55.797222222222224,60.68333333333333,44.42638888888889,59.42777777777778,54.72361111111111,56.38472222222222,53.05138888888889,58.72083333333333
2016,10,87.02284946236558,92.05913978494624,96.99731182795699,79.74596774193549,85.44354838709677,93.18279569892474,78.18413978494624,86.40860215053763,81.27956989247312,80.40053763440861,82.34408602150538,83.97043010752688
2016,11,107.03888888888889,108.2875,75.72638888888889,85.78611111111111,100.30277777777778,105.41944444444445,82.94722222222222,104.80416666666666,94.00833333333334,99.84583333333333,98.79444444444445,106.40138888888889
2016,12,142.91397849462365,149.72043010752688,94.73252688172043,109.84005376344086,132.29301075268816,134.01075268817203,91.25940860215054,144.78629032258064,118.4274193548387,143.24462365591398,126.5497311827957,156.9771505376344
2017,1,116.43951612903226,126.85483870967742,81.65053763440861,98.3010752688172,115.5524193548387,126.56586021505376,88.66801075268818,123.68145161290323,117.85887096774194,121.5524193548387,115.69354838709677,132.06182795698925
2017,2,71.64434523809524,74.94345238095238,53.4375,59.30357142857143,70.9702380952381,72.82142857142857,57.410714285714285,76.02232142857143,70.26934523809524,71.86309523809524,69.74702380952381,77.80505952380952
