year,month,CO_Guanyuan,CO_Dongsi,CO_Dingling,CO_Changping,CO_Aotizhongxin,CO_Gucheng,CO_Huairou,CO_Nongzhanguan,CO_Shunyi,CO_Tiantan,CO_Wanliu,CO_Wanshouxigong
2016,2,924.7126436781609,897.9885057471264,670.1149425287356,944.1091954022988,1007.7586206896551,1007.9022988505748,736.4942528735633,899.7126436781609,861.0632183908046,925.4310344827586,783.4770114942529,935.2011494252873
2016,3,1248.7903225806451,1272.8494623655913,995.4301075268817,1142.6075268817203,1377.4193548387098,1277.284946236559,1038.4408602150538,1257.3924731182797,1195.5645161290322,1225.8064516129032,1280.1075268817203,1223.7903225806451
2016,4,789.0277777777778,861.3888888888889,669.8611111111111,746.8055555555555,764.0277777777778,769.7222222222222,741.5277777777778,788.0555555555555,792.5,849.3055555555555,759.4444444444445,831.25
2016,5,728.6290322580645,859.6774193548387,467.0698924731183,594.0860215053764,660.0806451612904,657.3924731182796,603.2258064516129,674.7311827956989,838.3064516129032,702.2849462365591,646.505376344086,724.3279569892474
2016,6,830.9722222222222,852.3611111111111,556.25,649.5833333333334,735.5555555555555,731.9444444444445,650.8333333333334,813.0555555555555,723.8888888888889,787.0833333333334,746.6666666666666,837.9166666666666
2016,7,941.5322580645161,1061.2903225806451,693.8172043010753,956.3172043010753,847.5806451612904,819.2204301075269,832.9301075268817,985.2150537634409,821.7741935483871,963.5752688172043,806.5860215053764,996.9086021505376
2016,8,868.2795698924731,959.9462365591398,635.483870967742,879.3010752688172,754.8387096774194,778.0913978494624,671.3709677419355,925.9408602150538,719.3548387096774,881.1827956989247,797.5806451612904,932.258064516129
2016,9,797.6388888888889,887.0833333333334,449.44444444444446,792.5,680.1388888888889,797.2222222222222,612.7777777777778,831.3888888888889,682.9166666666666,836.5277777777778,781.6666666666666,866.25
2016,10,1169.220430107527,1245.5645161290322,854.8387096774194,1160.3494623655913,1129.1666666666667,1144.489247311828,936.1559139784946,1239.3817204301076,1026.747311827957,1214.516129032258,1138.3064516129032,1246.3709677419354
2016,11,1699.7222222222222,1832.0833333333333,1325.6944444444443,1798.1944444444443,1943.0555555555557,1835.4166666666667,1371.388888888889,1899.4444444444443,1753.1944444444443,1789.4444444444443,1985.5555555555557,1812.7777777777778
2016,12,2493.548387096774,2604.032258064516,1764.247311827957,2365.456989247312,2546.6397849462364,2492.47311827957,1736.1559139784947,2645.1612903225805,2370.430107526882,2552.956989247312,2878.8978494623657,2604.569892473118
2017,1,1916.532258064516,2029.032258064516,1411.1559139784947,1899.4623655913979,2059.8118279569894,2282.930107526882,1578.6290322580646,2239.9193548387098,2274.8655913978496,2277.956989247312,2246.6397849462364,2250.2688172043013
2017,2,1004.7619047619048,1179.3154761904761,876.4880952380952,1132.142857142857,1233.482142857143,1276.4880952380952,1024.404761904762,1171.577380952381,1252.827380952381,1195.982142857143,1306.6964285714287,1174.107142857143
